PdEId;PdEVersion;ZdCId;ZdCVersion;ZdAId;ZdAVersion;ArRId;ArRVersion;ArTId;ArTVersion
;;61449;1361502;56110;1361503-1361502;16093;1361501-1361503;50191462;1483282-1361501
;;61451;61451;47133;47133-61451;16147;1466824-47133;50022006;1216788-1466824
;;61451;61451;47134;47134-61451;16090;1460093-47134;50191223;1483718-1460093
;;61457;61457;56106;56106-61457;16066;1466833-56106;50021918;1212630-1466833
;;61462;1012658;55740;55740-1012658;21679;1432208-55740;50025561;1014411-1432208
;;61463;995125;47129;47129-995125;16143;1213446-47129;50022002;1212575-1213446
;;61463;995125;47128;995124-995125;15952;1466641-995124;50191045;1484052-1466641
;;61466;61466;56109;56109-61466;16089;1466001-56109;50021941;1212613-1466001
;;61466;61466;56109;56109-61466;16088;1212960-56109;50190870;1484360-1212960
;;61467;61467;49983;49983-61467;7399;1332817-49983;50191003;1484108-1332817
;;61474;1271953;47126;1271952-1271953;16174;1271960-1271952;50191054;1484036-1271960
;;61474;1271953;47127;47127-1271953;16178;1271963-47127;50022038;1212543-1271963
;;61474;1271953;47127;47127-1271953;16179;1271967-47127;50022039;1212542-1271967
;;61486;61486;42411;42411-61486;15967;1434600-42411;50191691;1477235-1434600
;;61488;1432007;43648;1219454-1432007;16097;1466811-1219454;50115272;1228287-1466811
;;61489;812067;58082;812066-812067;426537;1432154-812066;50017501;1014493-1432154
;;61489;812067;58082;812066-812067;426538;1432150-812066;50191397;1483398-1432150
;;61491;1309081;44073;44073-1309081;16094;1466951-44073;50017733;1228303-1466951
;;61493;1431943;43506;43506-1431943;15957;1431924-43506;50017508;1014567-1431924
;;61493;1431943;43506;43506-1431943;15957;1431924-43506;50191300;1483568-1431924
;;61495;1350736;55707;849646-1350736;30575;1431648-849646;50191145;1483856-1431648
;;61495;1350736;55707;849646-1350736;30714;1431645-849646;50017551;1014529-1431645
;;61495;1350736;55711;1350734-1350736;30577;30577-1350734;50017585;1014612-30577
;;61496;61496;55709;55709-61496;30584;1466836-55709;50017582;1190702-1466836
;;427306;1269901;427305;1269902-1269901;30255;1269905-1269902;50014987;1007090-1269905
;;61400;61400;56047;56047-61400;15866;1370797-56047;50191340;1483502-1370797
;;61406;715137;43321;715136-715137;15971;1466716-715136;50191142;1483862-1466716
;;61406;715137;43321;715136-715137;15971;1466716-715136;50021815;1368800-1466716
;;61410;1119766;47130;1119765-1119766;41374;41374-1119765;50024888;412765-41374
;;61410;1119766;473404;1095372-1119766;480049;1239637-1095372;50191113;1483922-1239637
;;61410;1119766;473404;1095372-1119766;16075;1239638-1095372;50021926;1368795-1239638
;;61410;1119766;473404;1095372-1119766;16075;1239638-1095372;50191112;1483924-1239638
;;61407;61407;44535;44535-61407;30679;1467134-44535;50191459;1483288-1467134
;;61409;1434185;55510;1434186-1434185;34010;1434182-1434186;50191432;1483338-1434182
;;61424;995179;426535;995178-995179;426534;1467109-995178;50191457;1483292-1467109
;;61425;1351038;43687;1351036-1351038;16082;857026-1351036;50021934;1368789-857026
;;61425;1351038;43687;1351036-1351038;16082;857026-1351036;50012525;1012791-857026
;;61434;61434;44699;44699-61434;16077;857005-44699;50014041;1013173-857005
;;61434;61434;44699;44699-61434;16077;857005-44699;50191502;1483214-857005
;;61434;61434;44699;44699-61434;16076;1213470-44699;50014042;1013174-1213470
;;480953;1257287;47132;47132-1257287;15856;1257281-47132;50021696;1458610-1257281
;;480953;1257287;47132;47132-1257287;15856;1257281-47132;50025560;1014412-1257281
;;61561;61561;47661;47661-61561;30590;1256807-47661;50191391;1483406-1256807
;;61561;61561;47662;47662-61561;30588;1256795-47662;50191271;1483624-1256795
;;61564;61564;55187;55187-61564;30343;1466874-55187;50191309;1483552-1466874
;;61564;61564;55187;55187-61564;30342;1466877-55187;50191308;1483554-1466877
;;61565;61565;47655;47655-61565;30409;1431778-47655;50190984;1484142-1431778
;;61573;61573;55681;55681-61573;30503;1432185-55681;50017454;1190680-1432185
;;61573;61573;55681;55681-61573;30503;1432185-55681;50191500;1483218-1432185
;;61573;61573;55681;55681-61573;30502;1432182-55681;50017455;1190679-1432182
;;61573;61573;55681;55681-61573;30502;1432182-55681;50191501;1483216-1432182
;;61594;1234646;56084;56084-1234646;30410;1432047-56084;50017458;1014479-1432047
;;61596;61596;55186;55186-61596;477996;1153497-55186;50014604;1153409-1153497
;;61508;1431637;58126;1431638-1431637;30779;30779-1431638;50191496;1483226-30779
;;61509;861280;44168;861279-861280;15961;1432141-861279;50021805;1212719-1432141
;;61520;970164;55677;55677-970164;30494;30494-55677;50017435;1014441-30494
;;61520;970164;58122;58122-970164;30766;30766-58122;50191573;1483073-30766
;;61520;970164;58122;58122-970164;426237;849542-58122;50017463;1014484-849542
;;61525;1367218;47863;47863-1367218;30593;1326321-47863;50017591;1190706-1326321
;;61525;1367218;47863;47863-1367218;4979;4979-47863;50074644;1164415-4979
;;61517;61517;55672;55672-61517;30476;30476-55672;50190917;1484274-30476
;;61517;61517;55672;55672-61517;30741;1431639-55672;50190918;1484272-1431639
;;61530;61530;42538;42538-61530;15964;1276128-42538;50021808;1212717-1276128
;;61531;61531;44701;44701-61531;15885;1213485-44701;50191504;1483210-1213485
;;61531;61531;44701;44701-61531;15885;1213485-44701;50017707;1014707-1213485
;;61532;61532;55668;55668-61532;30475;1249480-55668;50191420;1483362-1249480
;;61536;1373369;45774;1373367-1373369;30760;1009977-1373367;50017541;1190686-1009977
;;61536;1373369;55219;55219-1373369;4978;1467320-55219;50074643;1164418-1467320
;;61536;1373369;43547;43547-1373369;30430;1430667-43547;50013642;1013074-1430667
;;61536;1373369;43547;43547-1373369;30430;1430667-43547;50191907;1476867-1430667
;;61538;61538;55682;55682-61538;30767;1349550-55682;50017457;1014478-1349550
;;61538;61538;55682;55682-61538;30504;1349547-55682;50017456;1014477-1349547
;;61528;1430742;42770;1430751-1430742;37090;1466172-1430751;50190996;1484122-1466172
;;61541;61541;55676;55676-61541;30488;1307620-55676;50191004;1484106-1307620
;;61544;1431636;45778;45778-1431636;4974;1431622-45778;50074639;1164405-1431622
;;61544;1431636;413648;1465990-1431636;411731;1430784-1465990;50190852;1484394-1430784
;;61544;1431636;413648;1465990-1431636;411731;1430784-1465990;50017552;1190692-1430784
;;61546;61546;43893;43893-61546;462728;1432083-43893;50191306;1483558-1432083
;;61546;61546;43893;43893-61546;462728;1432083-43893;50025554;1014388-1432083
;;61547;61547;47657;47657-61547;4969;1349249-47657;50074634;1164410-1349249
;;61547;61547;47658;47658-61547;480911;1256785-47658;50017580;1014608-1256785
;;61547;61547;47658;47658-61547;30574;1256788-47658;50025368;1458840-1256788
;;61548;61548;43996;43996-61548;30666;1466928-43996;50017705;1014709-1466928
;;61548;61548;47135;715141-61548;16145;1276140-715141;50191434;1483334-1276140
;;61552;1351265;55680;55680-1351265;30497;1432253-55680;50017444;1014490-1432253
;;61558;61558;43705;43705-61558;30479;1314130-43705;50017419;1014454-1314130
;;61558;61558;43705;43705-61558;30479;1314130-43705;50163820;1309130-1314130
;;61559;61559;55276;55276-61559;462596;1431781-55276;50191164;1483818-1431781
;;61559;61559;55276;55276-61559;7187;7187-55276;50182861;1430073-7187
;;61559;61559;55276;55276-61559;30493;820755-55276;50191163;1483820-820755
;;61559;61559;55276;55276-61559;30493;820755-55276;50191883;1476911-820755
;;61700;61700;42541;42541-61700;30641;30641-42541;50190938;1484232-30641
;;61702;61702;57626;57626-61702;30458;1467246-57626;50014544;1006991-1467246
;;61702;61702;57626;57626-61702;30459;1467249-57626;50014545;1006992-1467249
;;61704;1374359;55204;1374358-1374359;30252;1466107-1374358;50190946;1484214-1466107
;;61704;1374359;55204;1374358-1374359;30251;1466110-1374358;50014558;1006983-1466110
;;61705;61705;55200;55200-61705;30317;1466889-55200;50191315;1483544-1466889
;;61708;61708;55201;55201-61708;30334;1467277-55201;50014547;1006994-1467277
;;61708;61708;55201;55201-61708;30333;1467274-55201;50191513;1483190-1467274
;;61687;61687;55207;55207-61687;30363;1466845-55207;50191389;1483410-1466845
;;61688;61688;55706;55706-61688;30563;30563-55706;50017533;1014546-30563
;;61689;61689;55206;55206-61689;30348;30348-55206;50191408;1483376-30348
;;61691;61691;55205;55205-61691;30322;1466886-55205;50014565;1196553-1466886
;;61693;61693;55203;55203-61693;30416;1466013-55203;50190883;1484336-1466013
;;61695;61695;55726;55726-61695;30643;1467052-55726;50191426;1483350-1467052
;;61695;61695;55726;55726-61695;30643;1467052-55726;50191425;1483352-1467052
;;61696;61696;55690;55690-61696;30518;30518-55690;50191518;1483175-30518
;;61699;61699;48842;48842-61699;4985;1466122-48842;50190959;1484190-1466122
;;61699;61699;48842;48842-61699;4985;1466122-48842;50074650;1213919-1466122
;;61600;1332809;55732;1332808-1332809;30652;1332813-1332808;50017684;1014704-1332813
;;61603;1234613;55730;55730-1234613;30651;1432038-55730;50017682;1014702-1432038
;;61610;1432272;55735;55735-1432272;30659;1432268-55735;50017694;1133470-1432268
;;61609;61609;55729;55729-61609;30648;30648-55729;50017679;1014686-30648
;;61624;1014906;55265;1014919-1014906;30445;1460336-1014919;50014964;1148258-1460336
;;61626;61626;55264;55264-61626;30405;1466857-55264;50014237;1007083-1466857
;;61618;61618;55728;55728-61618;30646;1431980-55728;50191219;1483724-1431980
;;61619;61619;43598;43598-61619;4968;1431965-43598;50017438;1014443-1431965
;;61619;61619;43598;43598-61619;4967;1431962-43598;50191212;1483736-1431962
;;61619;61619;43598;43598-61619;4967;1431962-43598;50074632;1164412-1431962
;;61631;61631;55749;55749-61631;30696;30696-55749;50017749;1228300-30696
;;61631;61631;55749;55749-61631;30696;30696-55749;50191380;1483428-30696
;;61633;61633;55266;55266-61633;30229;30229-55266;50191529;1483157-30229
;;61633;61633;55266;55266-61633;30228;1467283-55266;50014967;1148259-1467283
;;61643;61643;488010;1486034-61643;488009;1486033-1486034;50190849;1484400-1486033
;;61643;61643;48844;48844-61643;4989;1351356-48844;50074654;1164420-1351356
;;61645;61645;55190;55190-61645;30397;1466034-55190;50190905;1484296-1466034
;;61647;1014904;55742;55742-1014904;30687;1431668-55742;50017739;1014755-1431668
;;61651;61651;55755;55755-61651;30727;30727-55755;50191233;1483698-30727
;;61655;1327492;55215;1327493-1327492;30440;1466679-1327493;50014657;1006955-1466679
;;61656;61656;55194;55194-61656;30439;1467081-55194;50191445;1483316-1467081
;;61656;61656;55194;55194-61656;30396;1467084-55194;50014466;1007036-1467084
;;61657;61657;55712;55712-61657;30596;1431811-55712;50017603;1014626-1431811
;;61658;1094466;473367;1375378-1094466;30601;1466698-1375378;50191119;1483902-1466698
;;61658;1094466;473367;1375378-1094466;30601;1466698-1375378;50017608;1014631-1466698
;;61658;1094466;473367;1375378-1094466;30602;1466695-1375378;50191120;1483900-1466695
;;61659;1374363;55214;1374362-1374363;30249;1466113-1374362;50014654;1006967-1466113
;;61661;1351352;55715;55715-1351352;30759;1432044-55715;50017612;1014627-1432044
;;61662;1327024;47146;47146-1327024;4998;1214056-47146;50074663;1213914-1214056
;;61662;1327024;47146;47146-1327024;4997;1214053-47146;50074662;1213915-1214053
;;61663;1306691;55189;1306692-1306691;30392;1306693-1306692;50014457;1153423-1306693
;;61664;61664;55193;55193-61664;30394;1466975-55193;50191369;1483450-1466975
;;61665;61665;55192;55192-61665;30395;1466713-55192;50191135;1483872-1466713
;;61667;61667;55713;55713-61667;30597;1432158-55713;50191422;1483358-1432158
;;61669;61669;55717;55717-61669;30607;1432014-55717;50191237;1483688-1432014
;;61674;1350761;55716;1350762-1350761;30605;1350763-1350762;50017613;1014628-1350763
;;61679;61679;55216;55216-61679;30231;1466862-55216;50014659;1190895-1466862
;;478454;1206810;478453;1206809-1206810;478452;1467329-1206809;50017331;1159979-1467329
;;61805;61805;43264;43264-61805;30450;1229818-43264;50193053;1465744-1229818
;;61725;61725;55199;55199-61725;30391;30391-55199;50191064;1484018-30391
;;61725;61725;55199;55199-61725;30391;30391-55199;50014541;1006995-30391
;;61731;61731;55261;55261-61731;30360;1466785-55261;50191204;1483750-1466785
;;61736;1431756;55685;1431755-1431756;30510;1431752-1431755;50017466;1014471-1431752
;;61726;61726;55221;55221-61726;30313;1466922-55221;50191333;1483516-1466922
;;61726;61726;55221;55221-61726;30312;30312-55221;50191332;1483518-30312
;;61727;1087693;47654;1087754-1087693;471832;1077805-1087754;50117485;1110742-1077805
;;61727;1087693;473121;1087718-1087693;30520;1431843-1087718;50191077;1483994-1431843
;;61727;1087693;473121;1087718-1087693;30520;1431843-1087718;50017472;1019288-1431843
;;61727;1087693;473121;1087718-1087693;411733;849618-1087718;50191463;1483280-849618
;;59425;59425;49990;49990-59425;7251;7251-49990;50191066;1484014-7251
;;61751;1432203;44770;1432204-1432203;30558;1432200-1432204;50017528;1014549-1432200
;;61751;1432203;44770;1432204-1432203;30554;30554-1432204;50191536;1483145-30554
;;61763;1088994;473189;1088846-1088994;30551;30551-1088846;50017519;1014561-30551
;;61763;1088994;43107;1088970-1088994;472933;1082304-1088970;50116232;1111435-1082304
;;61764;1362845;55704;1362847-1362845;35968;1362848-1362847;50025552;1014387-1362848
;;61764;1362845;55704;1362847-1362845;35968;1362848-1362847;50191475;1494699-1362848
;;61765;61765;55703;55703-61765;30553;1432098-55703;50017521;1014556-1432098
;;61765;61765;55703;55703-61765;30552;1466895-55703;50191318;1483538-1466895
;;61765;61765;55703;55703-61765;30552;1466895-55703;50017520;1014555-1466895
;;61769;1019451;55695;55695-1019451;30527;1332982-55695;50017487;1019276-1332982
;;61769;1019451;55695;55695-1019451;30526;1332980-55695;50017486;1019277-1332980
;;61769;1019451;462911;1019450-1019451;462910;1019449-1019450;50108730;1019280-1019449
;;61759;1362859;55698;1362860-1362859;30535;1362864-1362860;50017495;1014521-1362864
;;61759;1362859;55698;1362860-1362859;30534;1362861-1362860;50191476;1483260-1362861
;;61770;61770;55700;55700-61770;30704;30704-55700;50017513;1014563-30704
;;61771;61771;55701;748621-61771;30546;1432179-748621;50191486;1483242-1432179
;;61775;61775;55273;55273-61775;30344;1284913-55273;50169081;1315570-1284913
;;61776;1337258;55272;1337257-1337258;30403;1337254-1337257;50169075;1315664-1337254
;;61776;1337258;55268;1283770-1337258;477917;1337260-1283770;50191061;1484022-1337260
;;61776;1337258;55268;1283770-1337258;30276;1283769-1283770;50169074;1315249-1283769
;;61776;1337258;55268;1283770-1337258;30276;1283769-1283770;50014974;1148261-1283769
;;61779;61779;55270;55270-61779;30314;30314-55270;50169471;1315490-30314
;;61779;61779;55270;55270-61779;30442;1284591-55270;50191336;1483510-1284591
;;59457;59457;49984;49984-59457;7242;7242-49984;50182857;1430085-7242
;;59464;59464;49979;49979-59464;7395;1431594-49979;50190887;1484328-1431594
;;61788;61788;55694;55694-61788;30525;30525-55694;50017485;1014504-30525
;;61788;61788;55694;55694-61788;30524;30524-55694;50190988;1484136-30524
;;59461;974482;462043;974471-974482;7245;1467099-974471;50066044;1164791-1467099
;;61792;1431748;44348;44348-1431748;462732;1014868-44348;50191400;1483392-1014868
;;61794;61794;44957;44957-61794;30555;1432241-44957;50017525;1014552-1432241
;;61794;61794;44957;44957-61794;462729;1465015-44957;50027725;1014393-1465015
;;59473;59473;49981;49981-59473;7238;1238191-49981;50190933;1484242-1238191
;;61797;61797;43911;43911-61797;30561;1467326-43911;50017531;1014550-1467326
;;61799;1320218;44026;1320217-1320218;30538;1320219-1320217;50191157;1483832-1320219
;;59472;59472;49982;49982-59472;7398;1466125-49982;50190962;1484186-1466125
;;59472;59472;49982;49982-59472;7398;1466125-49982;50066223;1164611-1466125
;;61920;61920;55753;55753-61920;30722;1431707-55753;50190877;1484348-1431707
;;61917;1284834;55254;1284835-1284834;30401;1284836-1284835;50191405;1483382-1284836
;;61917;1284834;55254;1284835-1284834;30401;1284836-1284835;50169450;1315550-1284836
;;61884;61884;55250;55250-61884;30309;30309-55250;50191174;1483802-30309
;;61894;1375797;55234;1375796-1375797;427299;1285781-1375796;50169417;1482849-1285781
;;61894;1375797;55234;1375796-1375797;427299;1285781-1375796;50191285;1483598-1285781
;;480538;1229016;55702;55702-1229016;30549;30549-55702;50191541;1483135-30549
;;61965;588011;55584;55584-588011;30930;1363760-55584;50017715;1228304-1363760
;;61965;588011;55584;55584-588011;30930;1363760-55584;50169519;1315642-1363760
;;61965;588011;55584;55584-588011;31170;1363761-55584;50169520;1315643-1363761
;;61967;61967;55238;55238-61967;30420;30420-55238;50190874;1484352-30420
;;61967;61967;55238;55238-61967;30420;30420-55238;50014830;1190941-30420
;;59645;59645;58430;58430-59645;37334;1333651-58430;50182320;1412818-1333651
;;59645;59645;47846;47846-59645;30415;1467258-47846;50014970;1228277-1467258
;;61968;1284741;44182;44182-1284741;6801;1417113-44182;50179518;1406514-1417113
;;73968;73968;58685;58685-73968;30474;1466848-58685;50014827;1228281-1466848
;;61998;1285985;43366;1285984-1285985;30629;1285983-1285984;50169350;1482877-1285983
;;61998;1285985;43366;1285984-1285985;30629;1285983-1285984;50191156;1483834-1285983
;;61998;1285985;43366;1285984-1285985;30630;1285982-1285984;50169349;1482878-1285982
;;61998;1285985;43366;1285984-1285985;30630;1285982-1285984;50017647;1014646-1285982
;;480603;1234610;59114;59114-1234610;41590;1431665-59114;50017399;1013409-1431665
;;473254;1362868;58945;1362867-1362868;39964;1362872-1362867;50191478;1483256-1362872
